"age","gender","occupation","soc_1","soc_2","soc_3","soc_4","soc_5","soc_6","soc_7","soc_8","soc_9","soc_10","soc_11","soc_12","soc_13","soc_14","soc_15","soc_16","soc_17","soc_18","soc_19","soc_20","soc_21","soc_22","soc_23","soc_24","gbs_1","gbs_2","gbs_3","gbs_4","gbs_5","gbs_6","gbs_7","gbs_8","gbs_9","gbs_10","gbs_11","gbs_12"
22,"male","part-time",5,4,4,4,4,5,5,4,5,5,5,5,5,4,4,5,5,5,5,4,4,5,4,5,4,5,5,5,5,4,1,4,1,3,2,2
55,"female","searching for employment",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1
35,"female","part-time",2,4,4,4,4,2,3,2,3,4,4,4,4,4,4,5,2,4,2,4,2,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2
51,"female","retired",2,4,3,3,4,4,4,4,5,5,5,5,3,5,5,5,3,4,4,4,3,4,3,5,5,5,5,5,5,4,2,1,1,2,1,1
22,"male","current student",4,5,4,4,5,4,4,3,4,5,4,5,4,4,4,4,4,5,4,4,4,4,3,5,4,4,5,4,4,4,2,2,3,2,2,2
18,"male","employed",5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,1,1,1,1,2,1
19,"female","current student",4,4,5,4,4,5,4,3,4,4,4,4,5,4,4,4,5,4,4,4,5,5,4,5,4,4,4,4,4,4,2,2,2,2,1,1
19,"female","current student",5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,2,2,1,2,2,2
20,"female","employed",3,4,3,3,4,4,3,5,4,5,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,5,3,2,2,2,2,2
18,"male","current student",5,2,2,2,5,4,2,4,2,2,5,4,4,5,4,4,4,5,4,4,4,2,2,4,5,4,4,4,4,2,2,4,2,4,4,4
48,"male","employed",2,4,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,2,4,2,4,5,5,4,4,4,4,4,4,2,1,2,1,2,2
58,"male","employed",3,4,3,4,3,3,3,3,4,4,4,4,2,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,2,2,2,2,3,2
23,"female","current student",4,3,3,3,4,3,4,4,3,3,5,3,3,4,4,4,5,5,4,3,4,4,4,4,3,4,5,3,3,3,3,3,3,3,3,3
17,"female","current student",4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,5,4,4,4,5,5,4,5,5,4,5,4,2,4,4,5,2,4,3,2,2
59,"female","employed",3,5,4,4,4,5,5,4,5,5,5,5,4,4,5,5,4,5,2,5,2,4,5,4,4,5,4,5,3,4,1,1,1,4,1,1
20,"female","employed",2,4,2,2,3,2,4,3,3,3,2,2,3,4,2,3,3,4,3,2,2,4,2,4,3,3,3,3,2,2,3,4,4,4,4,2
19,"female","current student",4,3,3,3,4,4,4,2,4,4,4,3,4,4,4,3,4,4,2,3,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2
28,"male","employed",5,5,5,4,4,5,5,4,4,5,5,2,4,3,4,5,5,4,4,4,4,5,4,5,4,5,4,4,4,4,2,2,4,4,2,2
56,"male","employed",2,4,4,2,3,3,2,2,3,5,4,4,4,5,5,5,3,5,2,4,2,4,4,5,4,3,4,4,4,4,2,2,2,2,2,2
42,"female","employed",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,1,1
30,"female","employed",4,4,4,2,4,4,4,3,4,5,4,4,5,4,4,5,4,4,4,4,2,4,4,5,4,4,2,4,4,4,3,2,2,2,2,2
29,"female","employed",1,3,3,3,4,2,2,2,3,4,4,4,3,4,4,5,4,4,3,4,2,2,5,4,4,4,4,4,5,4,1,2,1,1,1,3
51,"male","employed",4,4,4,4,4,5,5,5,5,5,4,4,4,5,4,5,4,5,3,5,3,4,5,5,4,5,5,4,4,4,2,2,1,2,2,2
23,"male","employed",3,4,4,4,4,4,5,2,3,4,4,4,4,4,4,5,4,5,4,4,2,4,2,4,4,4,4,4,4,4,2,2,2,2,2,2
26,"female","current student",4,5,4,4,5,4,5,4,5,5,5,4,5,5,3,5,5,5,5,5,4,5,4,5,5,5,4,4,5,4,2,1,1,2,1,1
19,"female","unemployed",3,5,4,4,5,3,4,4,4,5,5,5,4,4,4,4,4,4,3,5,4,5,3,5,3,5,4,3,5,4,3,2,2,2,2,1
28,"male","employed",4,5,5,3,3,4,3,4,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,4,4,1,2,1,1
40,"female","employed",2,4,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,2,2
28,"male","employed",3,3,3,4,3,4,3,5,4,4,4,5,4,5,4,5,4,5,3,3,3,3,2,5,5,5,5,4,5,4,1,1,1,1,1,1
45,"male","employed",4,4,4,4,4,4,5,4,5,5,5,5,4,5,5,5,5,5,4,5,4,4,4,4,4,5,5,5,5,4,1,1,2,1,1,2
22,"male","employed",4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,4,3,5,4,5,5,5,5,4,4,5,1,1,1,1,2,1
26,"female","employed",3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,1,1,1,2,1,1
28,"male","employed",5,5,5,4,4,4,5,3,5,5,5,4,5,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
50,"male","employed",2,4,4,4,4,3,2,4,4,5,4,4,3,4,4,5,5,5,4,4,5,4,5,5,4,5,4,3,3,4,3,1,2,1,1,1
19,"male","part-time",2,2,2,2,3,2,4,2,4,4,4,4,3,4,4,4,4,4,4,3,4,2,4,4,3,4,4,4,4,4,2,1,2,3,1,1
21,"female","current student",4,5,3,4,4,4,3,4,4,4,3,4,2,4,4,5,3,3,3,4,4,3,2,4,2,4,5,4,3,2,3,4,4,3,5,5
19,"male","current student",5,3,4,4,4,4,4,2,3,4,4,4,4,5,5,3,5,5,3,3,4,4,3,4,4,4,4,4,4,4,3,3,3,2,2,3
53,"female","part-time",3,4,4,5,5,4,4,5,4,5,5,5,5,4,4,5,4,5,4,5,4,4,2,4,5,5,5,5,1,5,1,1,1,1,1,1
19,"female","current student",3,3,3,3,4,4,3,1,5,4,4,3,3,4,4,5,4,5,2,3,3,4,2,5,3,4,3,4,4,4,2,3,4,3,2,2
21,"female","current student",4,5,4,4,3,4,5,2,2,3,4,3,4,3,2,4,4,5,4,4,4,5,4,3,3,4,4,3,3,4,4,4,4,3,4,3
19,"male","current student",4,4,3,4,4,4,4,2,5,4,4,5,4,4,4,4,4,5,3,4,4,4,3,4,4,4,4,4,4,5,1,2,1,1,1,1
20,"female","current student",3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,5,3,4,4,4,4,3,2,2,2,3,3,4
54,"female","searching for employment",5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,3
20,"male","current student",2,4,4,4,4,4,4,1,4,4,5,4,4,4,2,5,4,5,2,2,2,2,2,3,3,3,4,4,4,4,3,2,1,2,3,2
22,"female","current student",4,4,4,4,2,5,5,4,5,5,4,5,4,2,5,4,4,3,4,2,2,2,4,3,3,4,3,4,2,5,4,4,4,3,5,2
22,"male","current student",1,1,1,4,5,3,2,5,1,4,5,4,2,3,3,4,2,4,1,3,2,2,4,3,2,4,2,3,3,2,5,4,4,4,4,2
28,"female","part-time",2,5,1,3,5,3,4,3,5,5,5,3,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,2,2
18,"other","current student",2,2,2,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,2,3,2,2,4,4,4,4,4,4,4,2,2,2,1,1,2
20,"male","current student",4,1,2,3,4,3,3,5,5,5,3,2,4,4,4,4,4,5,5,2,4,4,2,4,3,4,3,3,4,4,5,3,1,3,3,1
28,"female","employed",1,2,3,2,4,2,2,2,3,4,4,4,3,3,4,4,4,3,2,3,2,3,1,4,3,4,3,3,4,2,4,2,4,3,3,2
20,"female","current student",2,4,4,4,4,5,2,4,4,4,4,4,4,4,2,4,4,5,2,1,2,1,1,3,3,3,3,2,2,2,4,3,4,4,4,4
22,"female","employed",2,2,2,2,1,2,2,2,3,4,3,4,2,3,3,3,2,3,2,2,3,4,1,3,3,4,3,3,4,4,3,4,3,4,4,3
21,"other","current student",2,4,3,3,4,2,4,5,5,5,5,4,4,4,4,4,2,5,2,5,2,4,2,4,5,4,5,4,3,3,1,4,1,2,2,2
46,"female","searching for employment",1,5,5,5,3,4,4,4,5,5,5,5,5,5,4,4,2,5,1,4,2,5,2,4,5,5,4,5,5,5,1,2,1,1,1,1
20,"female","current student",3,4,4,4,5,5,4,2,4,5,4,4,4,4,4,4,5,5,4,4,4,4,5,5,4,3,4,4,4,4,2,2,3,2,4,2
47,"female","part-time",3,3,3,3,3,3,3,4,4,5,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,2,2,3
20,"female","current student",4,5,4,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,3,5,4,5,5,5,5,5,1,1,1,1,2,1
68,"female","retired",4,5,4,4,4,5,5,5,4,5,5,4,5,5,3,5,4,5,4,4,4,5,4,4,5,5,5,5,4,5,1,1,1,1,1,1
19,"female","current student",5,5,5,4,5,5,5,4,4,4,4,4,5,4,2,4,5,5,4,5,5,5,5,5,4,4,3,3,4,4,2,4,1,2,2,2
20,"male","current student",5,4,5,5,5,5,5,4,4,5,4,4,4,5,4,4,5,5,5,5,5,5,4,4,5,4,4,5,4,4,2,1,1,2,2,1
25,"female","part-time",1,4,2,2,4,2,2,2,4,5,5,4,4,5,5,5,4,4,4,4,4,2,5,4,2,5,4,4,4,4,2,1,4,2,2,1
22,"female","current student",4,3,2,2,4,3,4,1,5,5,5,4,4,3,5,4,4,5,5,5,4,5,4,5,5,5,5,3,5,4,1,3,1,1,1,1
20,"female","current student",2,2,4,2,5,4,4,3,3,4,5,4,4,5,4,4,4,5,3,4,4,4,3,5,4,5,4,4,4,4,2,2,2,3,2,1
19,"female","current student",2,1,4,4,5,4,2,2,4,4,5,2,4,4,4,3,4,4,5,2,4,4,5,2,4,4,4,3,4,4,3,3,1,2,1,2
18,"female","unemployed",1,2,5,2,3,5,3,2,2,1,5,1,3,4,4,1,4,4,3,4,4,4,4,4,2,3,1,1,3,4,5,4,2,2,2,3
22,"female","unemployed",2,3,2,2,4,2,2,4,3,4,3,4,2,4,4,5,3,4,3,3,4,4,2,4,3,3,4,4,4,3,2,4,2,2,2,2
20,"female","current student",2,3,4,2,4,2,4,2,4,3,3,4,3,4,4,4,3,4,2,3,2,2,2,4,4,5,4,3,4,4,3,2,1,2,2,2
21,"female","current student",3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,5,4,4,4,5,4,4,4,5,3,4,3,4,3,4,2,4,1,2,2,3
20,"other","current student",1,1,2,1,4,3,2,2,5,4,5,5,4,5,4,4,4,4,4,2,3,3,2,3,2,4,2,2,2,2,4,4,5,5,4,3
15,"female","current student",2,2,2,3,3,4,2,5,3,3,4,3,4,3,5,4,3,4,2,3,2,3,3,4,3,4,2,2,3,3,4,4,4,4,3,3
23,"female","current student",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,1,1,1,3,1
20,"female","current student",3,4,4,4,4,4,4,3,4,3,5,4,5,5,4,4,3,5,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,2
19,"female","current student",4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,4,4,2,1,2,2,2,1
19,"male","current student",4,5,5,2,5,5,4,2,4,5,5,5,5,5,4,5,2,5,1,5,2,4,4,1,4,5,3,3,4,4,3,3,3,4,2,2
21,"male","current student",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,4,5,3,1,4,3,2,1
19,"male","current student",3,5,4,3,2,5,4,2,5,5,5,5,5,5,4,4,5,4,4,5,2,4,3,4,4,5,5,5,4,4,2,2,2,4,3,2
21,"male","current student",4,4,5,5,5,5,4,3,5,5,5,5,4,5,5,5,4,5,4,4,4,4,4,5,4,5,5,5,4,5,2,1,2,1,1,2
20,"male","current student",2,5,2,5,5,5,4,2,5,5,5,5,3,5,3,5,4,4,2,3,4,5,4,5,4,5,4,4,4,5,2,1,1,2,2,2
NA,"male","current student",3,5,4,4,5,5,5,2,4,4,5,5,4,5,5,5,4,5,5,4,3,4,4,4,4,4,4,4,2,4,2,1,2,2,2,2
21,"female","current student",4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,2,1,3,3,2,2
NA,"female","current student",4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,2,2,2,3,2,2
22,"female","current student",2,4,3,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,2,3,3,2,2,4,2,3,3,1,4,4,4,4,5,5,4,2
21,"female","current student",2,2,2,2,3,3,2,2,4,3,3,3,3,4,4,3,4,4,3,3,4,4,2,4,4,3,3,3,3,3,4,4,4,3,4,2
14,"male","current student",4,3,4,3,2,2,4,4,3,4,4,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3
20,"male","current student",3,2,3,3,3,2,4,3,3,3,2,2,3,3,3,2,4,4,4,4,4,4,4,3,3,3,2,3,3,4,4,3,3,2,4,2
18,"female","current student",4,3,2,4,3,3,4,2,3,2,4,4,4,3,2,1,3,4,2,2,4,4,2,4,3,3,4,3,3,3,4,3,3,3,3,3
26,"female","current student",4,4,5,4,4,5,4,4,5,5,5,5,5,4,5,4,5,5,3,5,4,4,2,5,3,5,5,5,3,4,2,2,3,3,3,1
21,"male","current student",3,3,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,5,3,4,4,4,4,4,3,4,3,4,3,4,4,2,3,3,4,2
21,"male","current student",4,4,5,4,2,4,4,5,4,4,4,4,2,4,4,4,5,2,4,4,4,4,4,4,4,5,4,4,4,4,2,1,1,1,1,1
21,"prefer not to say","current student",1,4,3,2,4,4,2,1,5,4,4,4,5,4,4,4,3,5,4,3,2,3,2,3,3,4,4,4,4,4,3,2,2,3,3,2
21,"male","unemployed",3,5,4,5,3,2,5,5,5,5,4,5,4,4,4,4,4,5,2,5,5,5,4,4,5,4,4,4,4,4,2,2,1,2,2,1
19,"female","current student",4,2,2,4,4,4,4,5,4,4,5,4,4,4,5,5,5,4,5,4,5,5,2,5,5,5,4,4,4,5,2,2,3,2,2,2
19,"male","employed",3,3,4,4,4,2,2,4,5,5,4,4,4,3,3,3,5,5,3,4,5,4,5,4,3,5,3,3,4,2,4,4,4,1,4,2
21,"male","employed",4,4,4,4,4,2,4,4,3,4,4,3,3,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,2,1
19,"female","current student",3,4,4,5,3,4,4,2,4,4,4,4,3,5,4,4,3,5,2,4,5,3,3,5,4,5,4,5,4,4,2,1,2,2,2,2
19,"male","current student",3,5,5,5,4,4,5,3,5,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,4,4,2,2,2,2,3,2
21,"male","current student",2,2,4,2,2,3,2,4,2,4,4,2,4,4,4,3,3,4,2,4,3,4,4,3,3,4,4,3,4,3,4,3,4,4,2,2
19,"female","current student",1,4,2,2,2,4,4,2,5,4,4,5,2,4,5,3,4,4,1,2,3,4,2,4,4,4,3,4,3,4,3,3,2,4,3,3
NA,"female","current student",4,3,3,4,3,4,4,3,5,5,5,5,4,5,4,5,5,4,4,4,3,3,3,3,3,4,4,4,4,4,3,2,3,3,3,2
20,"female","current student",4,5,5,2,4,4,4,2,5,4,5,5,4,5,5,5,4,5,4,4,4,5,2,5,4,5,5,4,4,4,4,3,2,4,4,2
20,"female","current student",3,4,4,4,4,5,4,3,4,4,5,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,5,4,4,2,2,2,1,2,1
20,"female","current student",2,4,4,3,3,4,4,3,4,4,3,4,4,4,4,4,4,5,4,4,4,4,3,5,4,4,3,3,3,4,2,2,2,2,3,2
21,"female","employed",3,3,3,2,4,3,4,2,4,4,4,4,3,4,4,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,3,2,2,1,3,1
21,"female","current student",5,4,4,5,5,5,5,2,4,4,4,5,5,4,4,5,4,5,4,5,4,4,2,5,4,5,4,3,4,4,4,4,4,4,4,2
21,"male","current student",4,4,5,4,5,5,4,2,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,4,4,5,5,2,2,1,2,2,2
20,"female","current student",4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,4,5,5,5,5,5,5,5,4,2,3,1,2,3,2,4,5,4,4,3,2
18,"female","current student",2,3,2,2,4,4,4,1,2,4,4,3,3,5,4,2,4,5,4,4,3,2,3,5,4,3,3,3,3,4,4,3,5,3,2,2
53,"male","employed",2,4,4,4,4,4,2,4,2,4,4,2,4,4,4,2,2,4,3,5,4,2,4,3,4,3,3,4,4,4,2,2,2,2,2,2
20,"female","current student",4,5,4,4,4,5,4,2,4,5,4,4,5,4,4,5,4,5,4,4,4,5,4,5,4,4,4,4,4,4,2,1,2,3,2,2
24,"female","employed",4,4,3,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,2,3,2,2,2,4
58,"female","employed",2,2,2,3,2,2,2,5,5,5,4,4,4,4,4,5,3,4,2,2,2,2,2,3,4,4,4,4,4,4,2,1,1,3,2,1
32,"male","employed",4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,4,4,4,4,1,2,1,1,2,2
55,"female","employed",2,4,4,4,4,4,3,5,5,4,4,4,4,4,4,5,4,4,3,4,3,4,2,4,4,4,4,4,3,4,1,1,2,1,1,1
41,"female","employed",2,2,2,2,4,2,2,2,4,4,4,4,4,4,4,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,1,2,2,2,1,2
36,"female","employed",4,5,4,5,4,4,4,4,5,5,4,5,4,5,4,5,5,5,5,5,4,4,4,4,4,5,4,4,4,4,1,1,1,1,1,1
60,"female","employed",3,4,4,4,3,3,3,5,5,4,4,4,4,4,4,5,4,4,3,3,2,4,2,4,4,4,3,4,3,4,2,1,1,1,2,2
24,"female","current student",2,2,4,3,2,2,2,4,2,4,4,3,3,4,2,3,4,4,1,2,3,4,1,5,3,4,4,2,4,4,3,2,2,2,4,2
21,"female","current student",4,4,4,4,4,5,4,3,4,5,4,4,4,4,4,4,4,5,2,5,4,4,4,5,4,4,4,4,4,4,2,2,1,2,2,2
