"age","gender","occupation","soc_1","soc_2","soc_3","soc_4","soc_5","soc_6","soc_7","soc_8","soc_9","soc_10","soc_11","soc_12","soc_13","soc_14","soc_15","soc_16","soc_17","soc_18","soc_19","soc_20","soc_21","soc_22","soc_23","soc_24","gbs_1","gbs_2","gbs_3","gbs_4","gbs_5","gbs_6","gbs_7","gbs_8","gbs_9","gbs_10","gbs_11","gbs_12"
20,"female","current student",4,4,4,3,4,4,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,2,2,2,2,2,2
19,"female","current student",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,3,2,1,1,1
21,"female","current student",5,2,4,3,5,5,3,2,5,5,3,4,4,4,3,5,4,5,2,4,4,3,5,4,4,5,3,3,4,5,4,3,1,2,2,2
20,"male","current student",5,3,5,5,4,5,5,4,5,4,4,4,5,4,5,4,4,5,3,5,4,4,3,5,4,4,4,4,5,4,3,2,2,2,2,1
20,"female","current student",3,3,3,4,3,4,3,3,4,5,4,4,4,4,4,5,3,4,4,4,3,4,3,4,4,3,4,4,4,4,2,2,3,2,2,1
19,"female","current student",3,4,5,2,4,4,5,2,4,5,4,4,5,4,4,4,4,4,3,2,4,2,4,2,3,5,4,2,4,4,3,4,2,1,1,2
62,"female","employed",2,2,3,4,4,2,2,4,4,4,4,4,4,4,4,4,3,3,2,4,2,2,3,5,4,4,4,2,4,3,3,2,3,3,3,2
20,"female","current student",3,3,3,4,4,4,4,2,4,4,4,3,4,4,5,4,4,4,3,3,4,4,3,4,4,4,3,4,4,2,3,2,4,3,3,3
27,"male","current student",4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,5,5,5,3,5,4,4,2,5,4,4,4,4,4,3,2,2,3,2,2,2
19,"male","current student",4,5,5,4,4,4,4,4,4,5,4,5,5,4,4,4,5,5,4,4,4,5,4,5,4,4,5,4,4,4,2,2,2,2,3,2
25,"female","employed",5,4,4,4,4,5,5,4,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,1,4,4,4,4,4,4,1,2,2,1,2,2
61,"male","employed",2,2,3,3,4,2,2,4,4,3,4,4,3,4,3,5,2,3,3,3,2,2,3,3,4,5,3,4,3,3,3,3,3,3,2,2
20,"female","current student",4,4,4,4,5,4,4,5,5,4,5,4,5,5,5,4,4,5,4,4,4,4,3,3,4,5,4,3,4,4,2,3,2,2,3,2
84,"female","retired",3,2,2,4,4,4,2,4,4,5,4,4,4,4,4,5,2,3,2,2,2,2,2,3,3,4,3,4,4,3,3,2,3,3,3,2
20,"male","current student",3,3,3,2,4,3,3,3,4,3,4,4,4,3,3,5,4,4,2,4,2,4,3,2,4,4,4,3,3,4,3,2,3,2,2,3
54,"male","employed",2,2,2,3,2,4,2,3,1,4,4,1,4,3,3,1,2,3,3,3,2,3,3,4,3,3,3,3,3,3,3,2,2,2,2,3
20,"female","current student",5,4,4,2,4,5,4,2,4,5,5,4,5,5,4,2,2,5,2,4,3,4,5,5,4,4,4,4,4,4,2,2,4,2,2,2
20,"female","current student",5,4,5,4,5,5,5,3,5,5,4,4,5,5,4,4,5,5,3,5,2,5,4,5,4,5,4,4,5,4,2,2,1,2,2,2
19,"female","current student",2,3,4,4,4,4,4,4,4,4,3,4,4,3,3,5,4,4,4,3,2,3,4,4,3,4,4,4,4,4,3,2,4,2,2,1
21,"male","current student",5,4,4,3,4,4,4,2,3,5,4,5,4,5,5,5,4,5,4,5,2,5,2,5,5,3,4,4,4,4,2,1,2,2,1,1
32,"female","employed",4,5,4,4,5,4,4,4,5,5,5,5,4,5,5,5,4,5,4,5,4,4,4,5,5,5,5,5,5,5,2,2,3,1,2,1
20,"male","current student",3,4,3,4,4,2,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,3,2,2
19,"female","current student",2,5,2,4,4,3,5,3,5,5,5,5,5,5,5,4,5,5,2,5,2,4,5,4,4,5,4,4,4,4,2,2,2,2,2,2
19,"female","current student",4,2,5,2,5,5,5,2,3,1,5,4,4,5,3,3,4,5,4,2,2,5,1,4,4,4,1,4,4,3,3,5,4,4,2,2
19,"female","current student",4,4,5,4,4,5,5,3,5,5,5,4,4,5,4,5,5,5,4,5,4,4,4,5,3,5,4,5,4,4,2,1,1,1,1,2
20,"female","current student",4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
19,"female","current student",4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,2,1,1,2,1
20,"female","part-time",2,5,4,4,4,4,4,2,4,5,5,5,5,5,4,5,4,5,2,4,5,2,2,5,4,5,4,4,4,5,1,2,1,2,1,2
19,"female","current student",4,5,5,5,5,5,5,5,4,5,4,4,5,5,4,5,5,5,5,4,5,5,2,5,5,5,5,5,5,5,1,1,1,1,1,1
22,"male","employed",2,4,4,3,4,3,4,4,4,4,5,4,4,4,3,4,3,4,2,3,3,4,4,4,4,5,4,4,4,4,2,1,2,2,2,2
20,"female","current student",4,4,4,4,4,5,4,4,5,5,5,4,4,5,4,4,5,5,5,5,4,5,4,4,4,5,5,4,4,4,1,1,1,1,1,1
22,"male","current student",3,4,4,4,4,5,4,4,4,5,5,5,4,4,4,5,4,5,3,4,4,3,3,5,4,4,4,4,4,4,2,2,2,2,2,2
21,"female","employed",2,2,2,4,4,4,3,4,3,5,4,2,3,2,3,4,3,4,3,3,2,4,3,5,2,4,2,2,4,3,4,5,2,5,3,2
49,"female","employed",3,5,4,4,4,4,4,3,4,5,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2
22,"male","current student",4,4,4,5,4,4,4,4,3,5,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,2,2
54,"male","employed",4,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,4,4,4,5,4,4,5,5,4,5,4,4,4,4,2,2,3,2,2,2
18,"female","current student",2,5,4,4,4,4,4,5,4,5,4,4,4,4,2,4,3,4,2,4,3,4,2,5,3,4,4,3,4,4,3,2,2,2,2,3
21,"male","current student",5,4,4,2,4,5,4,1,5,4,5,2,4,4,4,2,4,5,3,2,3,3,3,2,2,3,4,2,4,3,3,3,3,4,2,1
20,"female","part-time",2,5,3,5,4,4,4,4,5,5,5,4,4,5,4,5,5,5,2,4,2,5,4,5,4,5,5,5,5,4,1,1,1,1,1,1
60,"male","retired",1,2,3,3,3,2,2,4,2,2,4,3,3,4,2,3,2,4,2,2,1,2,1,4,3,3,2,2,3,2,4,4,2,4,4,4
20,"female","current student",2,3,2,2,4,2,4,4,4,4,2,4,3,2,3,4,3,4,4,3,3,2,4,3,4,4,2,3,4,4,3,2,3,3,3,2
53,"male","employed",4,4,3,4,4,3,4,3,4,3,4,4,4,5,3,4,4,4,3,3,4,4,5,4,4,4,4,4,4,4,2,2,2,2,2,2
19,"female","employed",2,5,4,5,3,4,2,2,4,5,5,4,4,4,4,5,4,5,3,5,4,5,4,4,4,4,4,4,4,4,1,1,2,1,1,1
20,"male","current student",4,2,2,4,5,5,4,3,4,2,4,4,4,5,4,4,3,5,3,4,4,4,4,4,3,4,4,2,4,4,4,2,4,3,3,1
21,"male","current student",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,2,2,2,2,2,2
20,"female","current student",5,5,5,5,5,5,5,3,4,5,5,5,5,5,4,5,5,5,5,4,4,3,3,4,5,5,4,4,5,5,3,2,2,4,3,1
16,"female","current student",5,4,4,3,5,5,5,3,5,5,4,4,5,4,4,4,4,5,5,5,2,4,4,5,4,5,4,3,5,4,2,2,3,1,2,1
20,"female","current student",2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,1,4,4,4,4,4,4,2,2,4,2,3,2
20,"male","part-time",4,3,2,3,3,4,4,2,3,4,4,2,2,4,3,3,5,5,3,2,4,4,2,4,4,3,4,3,4,4,4,2,2,4,3,2
62,"female","retired",4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,2,3,3,3
20,"male","part-time",3,4,4,5,4,4,5,5,5,4,4,5,4,4,3,4,4,5,5,5,4,4,5,5,4,4,5,4,4,4,3,3,2,2,3,1
20,"male","current student",2,4,3,2,4,2,4,2,5,4,5,5,4,4,4,4,4,4,3,3,2,4,2,4,3,4,3,3,3,4,3,2,1,2,2,2
20,"female","current student",5,4,2,2,4,4,4,2,4,4,4,4,4,4,5,4,3,5,4,4,2,4,4,3,3,4,4,4,4,4,2,3,2,2,3,2
19,"female","unemployed",4,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,4,5,4,5,3,5,5,4,5,4,5,5,5,5,1,1,1,2,1,4
20,"male","current student",3,3,3,4,2,3,3,4,4,4,4,4,4,4,2,4,4,4,3,3,2,4,1,4,3,4,4,4,4,4,1,2,2,5,3,1
20,"male","part-time",3,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,2,2,2,3,4
20,"female","current student",4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,4,5,5,1,2,1,1,1,1
75,"male","retired",2,4,4,3,3,4,2,4,3,4,4,4,3,3,3,4,3,4,2,4,2,3,4,4,3,4,3,3,3,3,3,2,2,2,3,4
20,"female","current student",3,2,3,2,3,2,3,3,4,5,3,4,3,2,3,4,4,3,4,3,4,2,2,4,4,4,3,2,2,3,3,4,4,3,3,3
53,"male","employed",3,2,2,2,4,3,3,4,4,4,4,3,3,3,3,4,4,4,2,4,2,4,3,4,4,2,4,4,3,4,2,2,2,2,2,2
22,"male","employed",5,5,4,2,5,4,5,4,5,3,5,4,5,2,5,2,5,5,5,5,5,5,5,5,4,4,4,4,5,4,2,4,4,2,2,4
20,"female","current student",2,2,4,2,4,4,2,2,4,5,4,4,4,2,4,4,4,5,4,4,4,4,5,5,3,2,4,2,4,2,5,2,5,4,5,2
20,"female","current student",2,4,4,5,3,4,2,4,4,4,4,3,4,4,4,4,3,5,4,4,3,3,4,5,3,5,4,4,4,3,2,2,1,2,2,1
19,"female","current student",3,4,4,4,5,5,4,5,4,5,4,4,4,4,4,5,4,5,4,4,5,4,5,5,3,4,4,4,4,4,3,2,2,2,2,2
20,"male","current student",4,4,2,3,4,5,3,3,4,4,4,4,3,3,4,4,4,4,5,3,4,3,2,4,2,3,3,4,2,3,3,2,3,4,4,3
19,"male","employed",5,4,2,3,5,5,5,5,5,5,5,3,5,5,4,5,5,5,4,1,5,5,1,2,4,5,2,3,5,5,2,4,2,4,2,2
19,"female","current student",4,2,4,3,5,4,4,4,4,4,5,4,5,4,4,5,4,5,4,2,4,2,1,1,3,4,4,4,4,4,4,2,4,3,4,3
18,"male","employed",3,4,4,5,3,3,3,5,3,3,4,4,3,3,3,5,4,3,3,3,3,3,2,4,3,3,3,3,3,4,2,1,3,2,2,2
20,"female","current student",2,4,4,4,3,3,4,5,4,3,4,3,4,3,2,4,3,4,3,4,3,4,3,2,3,4,3,4,4,4,3,3,2,3,3,3
21,"female","current student",3,5,3,5,4,4,4,3,4,5,4,4,4,4,5,5,5,5,5,5,2,5,5,4,5,4,4,4,4,4,2,2,1,1,1,1
22,"other","current student",3,5,5,5,3,5,4,4,5,5,5,5,5,5,4,5,4,5,4,4,4,4,2,5,4,4,4,4,5,4,2,1,2,1,2,1
21,"male","current student",4,4,3,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,3,4,4,4,2,4,4,4,4,4,4,4,1,2,2,1,1,1
20,"female","current student",3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,4,3,4,4,4,4,3,3,4,2,2,3,3,3,2
54,"female","employed",2,4,4,4,3,3,3,4,4,5,3,4,3,3,3,5,4,4,2,4,2,3,2,4,3,5,4,4,3,4,1,1,1,1,2,2
20,"male","employed",3,4,4,3,4,4,4,2,3,5,3,4,4,3,2,5,5,4,2,5,4,5,5,4,4,5,5,4,4,4,2,2,3,3,2,2
49,"female","part-time",4,5,4,4,4,4,4,5,4,5,4,5,4,4,5,4,4,4,4,4,2,4,5,5,4,4,4,4,4,5,2,2,1,1,2,2
48,"female","retired",2,5,4,4,2,2,2,2,4,5,4,4,4,4,4,4,4,4,2,2,3,2,4,4,5,5,5,5,5,5,1,1,1,1,1,2
53,"female","employed",2,4,2,2,2,4,2,4,5,4,4,4,4,4,3,3,4,5,4,4,4,4,4,4,3,4,4,4,4,4,2,2,2,2,2,2
51,"female","employed",4,4,3,2,4,4,4,2,4,5,2,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,2,4,2,2,2
82,"female","retired",2,1,3,5,3,2,2,5,3,5,3,3,3,2,3,1,2,2,3,2,3,1,2,2,4,4,3,3,2,3,2,2,1,4,2,2
23,"male","current student",4,5,5,4,4,4,5,4,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,4,2,1,1,1,2,1
66,"male","retired",2,3,2,3,1,2,3,5,4,4,4,5,4,3,4,4,4,4,2,2,2,3,3,4,4,5,4,4,4,4,1,1,1,1,1,1
19,"female","employed",3,4,3,3,4,3,3,3,4,5,5,3,5,4,5,3,3,5,4,4,3,4,4,4,3,4,4,3,4,4,2,3,3,3,1,2
58,"female","unemployed",3,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,3,4,3,5,4,4,4,4,4,4,2,2,2,2,2,2
16,"female","current student",4,3,3,3,4,4,4,4,2,4,2,3,3,2,2,3,4,4,4,4,4,4,3,4,2,4,2,3,3,3,4,3,2,3,4,2
21,"prefer not to say","current student",2,2,2,2,4,2,3,3,4,4,4,3,2,3,3,4,4,4,4,2,4,4,4,4,2,3,2,2,2,3,5,4,2,4,4,4
58,"male","employed",2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2
19,"female","current student",4,2,3,2,4,4,3,2,4,4,4,4,3,4,3,5,4,4,2,4,2,2,4,4,4,4,4,4,4,4,2,2,2,2,3,2
54,"female","retired",2,4,4,4,4,4,2,3,4,4,5,4,3,4,4,4,4,4,3,4,2,4,2,4,4,3,4,4,4,3,2,2,2,2,2,3
34,"male","employed",3,4,4,2,4,2,4,2,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,2,2,2,2
61,"female","employed",2,4,4,4,4,3,4,5,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,5,4,5,4,4,2,1,2,2,2,2
51,"male","employed",1,4,4,4,2,2,2,4,4,4,4,4,4,5,4,4,4,4,2,4,4,2,4,2,4,4,3,3,4,3,4,4,2,2,2,2
32,"female","employed",2,4,4,4,5,2,2,4,2,4,3,4,3,4,3,5,4,4,2,4,3,2,4,4,3,4,3,3,3,4,3,3,2,4,3,2
20,"female","current student",4,3,3,4,4,4,4,3,5,4,4,3,5,4,5,5,4,5,3,4,4,4,3,4,3,4,4,4,4,5,2,3,2,2,3,1
55,"female","employed",2,4,4,2,4,3,4,4,4,4,4,4,4,5,4,4,5,5,2,4,4,4,4,4,3,4,3,4,4,4,3,2,2,2,3,2
24,"female","current student",3,3,3,3,3,4,4,2,4,4,4,4,4,4,4,4,4,5,3,3,4,3,3,4,4,4,4,4,4,4,2,1,2,2,3,1
46,"male","employed",5,5,3,4,4,4,5,4,4,5,5,4,4,3,3,5,4,5,4,4,4,5,3,4,4,5,4,4,4,4,2,1,1,1,1,1
20,"female","part-time",5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,2,3,2,4,1
20,"female","current student",3,4,5,4,5,5,4,4,5,4,4,4,4,4,4,5,4,4,3,4,4,4,4,5,4,5,4,3,4,4,2,2,2,2,2,2
21,"female","current student",2,3,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2
20,"female","current student",5,5,4,4,5,5,5,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,3,5,2,1,1,4
22,"female","current student",5,4,4,4,3,5,5,4,4,5,4,4,3,4,4,3,4,5,4,4,3,5,4,2,5,5,4,4,4,4,2,2,1,2,1,2
21,"female","current student",2,2,4,4,4,2,1,5,3,4,3,2,4,3,2,5,3,2,1,3,1,2,2,4,3,4,2,2,4,3,4,5,4,4,4,3
20,"female","current student",4,4,4,5,5,5,5,4,4,5,4,4,5,4,5,4,4,5,4,5,4,4,3,4,4,5,4,4,4,4,3,2,2,1,2,2
20,"female","part-time",4,4,5,4,4,5,4,4,4,4,5,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,5,4,4,1,2,2,4,2,2
19,"female","employed",1,1,2,2,3,2,3,4,2,3,3,3,3,3,3,2,3,4,1,3,2,4,2,4,2,3,2,2,2,2,4,4,5,5,4,3
20,"female","current student",3,5,5,5,5,5,4,4,4,4,4,5,5,4,4,4,4,5,4,4,4,5,3,4,4,4,4,4,4,4,2,2,3,1,2,2
27,"female","employed",4,5,4,4,5,5,5,4,4,5,5,4,5,5,3,4,5,5,4,5,4,5,3,5,3,5,3,4,4,5,2,4,1,1,2,3
18,"female","current student",2,4,4,4,4,4,3,4,4,4,4,3,3,2,3,5,3,4,4,4,4,4,2,5,3,4,4,4,4,4,3,3,3,3,4,2
21,"female","current student",1,3,5,4,4,4,1,2,5,4,4,4,4,3,4,2,2,3,1,4,1,2,4,2,4,4,3,2,4,2,4,4,2,4,4,2
49,"female","unemployed",3,4,3,3,3,4,5,5,4,5,5,5,5,5,4,4,3,5,3,4,3,2,2,5,5,5,4,4,4,5,1,1,1,1,2,1
NA,"male","employed",2,3,4,4,3,2,2,3,3,4,3,5,2,3,3,4,2,4,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3
54,"female","employed",5,5,5,4,5,5,5,4,5,4,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,1,1,1,1,1,1
35,"male","employed",4,3,4,3,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
19,"female","current student",2,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,5,3,4,4,3,4,4,4,4,4,4,4,4,3,2,2,2,3,2
19,"female","part-time",5,4,5,4,5,5,4,5,4,5,4,5,5,5,5,5,4,5,4,5,4,5,4,4,4,5,4,5,5,4,2,1,1,1,1,1
19,"female","searching for employment",5,2,2,2,4,4,5,4,4,5,5,4,5,3,3,5,5,5,5,4,5,5,4,5,3,5,3,2,5,4,5,4,2,5,3,2
22,"male","current student",1,4,4,4,3,3,1,1,4,1,1,2,2,1,1,3,4,4,3,3,3,2,3,4,1,2,1,1,3,1,5,5,2,5,5,3
21,"male","current student",3,4,2,4,5,5,4,2,5,4,5,5,5,5,4,4,5,5,3,4,4,4,4,5,4,4,5,5,4,4,1,1,2,2,2,2
20,"female","current student",1,2,2,2,3,4,2,2,2,5,4,4,2,4,2,5,3,4,4,2,1,2,3,2,4,4,2,3,3,3,4,4,4,4,4,2
21,"other","current student",5,4,5,4,5,4,4,3,4,5,5,4,4,5,4,4,5,4,3,4,4,4,5,4,4,4,4,4,4,4,4,2,2,2,2,2
20,"female","current student",5,2,3,3,3,3,5,5,3,3,3,2,3,3,1,3,4,4,4,4,5,4,5,4,3,4,4,3,3,3,4,4,2,3,4,2
19,"female","part-time",2,4,4,2,4,4,4,5,3,5,4,4,5,5,3,4,4,4,4,4,4,4,3,5,2,3,3,2,3,4,4,3,2,4,4,4
21,"female","current student",4,4,4,1,4,2,5,1,5,4,5,4,5,5,5,5,3,5,2,3,2,4,4,5,4,5,4,4,3,4,4,3,1,3,3,3
19,"male","current student",3,4,4,3,4,4,4,2,4,4,2,4,3,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,1,4,4,1,1,3
24,"male","current student",2,3,3,2,3,3,4,4,4,4,4,3,3,4,4,3,3,4,3,3,3,4,3,4,4,4,4,4,4,3,2,2,3,2,3,3
54,"male","employed",3,1,3,4,3,2,1,4,4,4,5,4,4,5,5,5,2,3,2,2,2,1,1,3,4,5,4,3,4,4,2,3,2,2,2,2
65,"male","employed",4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,3,3,3,4,4,2,3,2,3,3,3
36,"female","employed",4,5,4,2,4,4,5,4,5,5,5,5,4,4,4,5,4,5,4,4,4,5,4,5,4,5,4,4,4,4,1,1,1,1,2,1
21,"female","current student",4,4,4,4,4,5,5,3,5,5,5,4,5,5,5,5,5,5,4,4,4,5,3,4,4,5,5,5,5,4,1,2,2,1,2,1
27,"female","current student",2,4,5,2,3,5,2,1,4,5,4,4,3,5,4,1,4,5,2,4,5,4,2,4,4,1,4,4,4,4,3,4,4,2,4,3
27,"female","employed",2,3,4,4,4,3,4,4,4,3,4,4,4,4,4,1,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,3,3,3,4,2
26,"female","current student",2,4,4,3,5,5,5,2,5,5,4,4,4,5,4,3,5,5,5,5,5,4,5,4,4,4,4,4,4,4,3,1,4,2,2,2
22,"female","employed",2,4,4,4,4,4,4,5,4,5,5,4,4,5,4,5,4,4,3,4,3,2,4,4,4,4,4,4,5,4,2,1,1,2,2,2
28,"female","current student",2,4,4,4,3,4,4,2,5,4,4,4,4,4,4,5,4,5,2,4,4,4,4,4,2,3,4,4,4,4,4,3,4,2,4,2
22,"male","current student",4,3,3,3,2,4,4,5,3,2,5,4,4,4,4,4,5,4,3,3,4,4,2,4,4,4,4,3,4,4,3,3,4,5,2,2
53,"male","employed",3,4,4,3,3,3,4,4,5,5,5,4,5,5,4,5,5,4,5,4,4,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1
59,"male","employed",4,5,4,4,4,4,4,5,4,5,5,4,4,4,5,5,4,5,4,5,4,5,4,5,4,4,4,4,4,4,1,1,1,1,1,2
52,"female","employed",3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,2,3,2,2,3,3
22,"female","employed",4,4,4,4,3,2,5,5,4,5,5,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,1,2,1,2,2
51,"male","employed",2,3,4,3,2,1,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,4,3,3,3,3,3,2,3,2,2,2,2,3
20,"male","employed",4,3,4,2,4,2,3,4,4,4,3,4,4,3,3,4,4,5,5,4,4,5,4,4,3,3,3,3,4,4,2,2,2,4,1,3
52,"female","employed",4,4,5,2,4,2,2,4,4,5,4,4,4,4,3,4,4,5,2,4,4,4,5,4,4,4,3,4,4,4,2,2,2,1,2,2
26,"female","current student",4,4,5,5,4,5,4,5,5,5,5,4,5,5,4,5,4,5,2,5,5,4,4,5,5,4,5,5,4,4,2,1,1,2,1,1
27,"female","current student",2,3,3,4,2,2,3,5,4,4,4,4,4,4,3,5,3,4,3,3,3,3,2,4,3,5,3,4,4,4,3,3,2,2,3,2
51,"female","part-time",1,4,4,5,2,2,2,5,5,5,3,5,2,3,2,5,2,2,2,4,2,2,2,2,3,4,3,4,4,4,3,2,2,4,4,2
26,"female","employed",3,4,5,5,4,5,4,4,5,5,5,5,5,5,4,5,3,5,2,4,2,3,2,4,4,4,5,4,4,4,2,2,1,1,1,1
20,"female","current student",2,4,2,4,4,5,4,4,4,4,4,5,4,4,4,5,4,4,2,2,2,2,2,4,3,5,3,4,4,4,4,2,2,2,3,2
19,"male","current student",1,3,3,3,3,2,2,3,3,3,4,3,3,4,3,2,2,4,2,2,3,3,1,4,4,3,3,2,2,2,4,4,3,2,4,3
19,"female","current student",2,4,4,4,4,5,4,2,4,3,2,3,3,3,3,2,4,5,4,4,4,4,4,4,5,2,4,2,4,4,2,4,5,3,4,4
20,"female","employed",3,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,2,2,4,4,4,4,4,4,4,4,2,2,2,3,2,2
28,"female","employed",1,2,2,4,4,4,4,5,4,4,5,4,5,4,5,4,3,4,2,2,4,4,4,4,4,5,4,4,4,4,2,2,3,2,2,2
20,"female","current student",2,2,2,2,4,2,3,2,3,4,4,3,4,3,2,4,4,4,2,4,3,4,2,4,3,4,4,3,2,3,4,2,3,4,5,4
21,"other","current student",4,2,2,2,2,2,3,1,2,4,4,3,2,4,5,4,4,5,4,3,4,4,4,4,2,2,3,3,3,4,5,4,5,4,3,4
20,"male","current student",3,4,3,4,5,4,4,4,4,5,4,4,4,5,4,3,3,4,3,4,3,3,2,5,4,5,4,5,4,4,2,1,2,1,3,2
43,"male","employed",3,4,3,4,4,4,3,4,4,4,4,3,4,5,4,4,3,4,2,4,4,4,2,5,4,4,4,4,4,3,2,4,2,2,3,2
20,"male","employed",4,4,4,4,3,2,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
19,"male","current student",3,4,5,4,4,5,4,5,5,5,4,5,4,4,4,5,4,5,4,5,4,4,3,5,4,5,3,4,4,3,2,1,2,3,3,1
20,"female","part-time",2,3,3,2,3,2,4,5,4,4,4,4,4,4,4,3,3,4,1,4,3,2,3,4,4,4,4,4,4,4,3,2,2,2,2,2
22,"female","current student",2,5,5,5,5,5,4,2,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,4,5,4,4,1,1,1,2,1,2
19,"male","current student",3,4,4,4,5,5,4,3,4,5,4,5,4,5,4,5,4,5,3,4,4,4,4,4,4,4,5,4,5,5,2,1,2,2,2,2
20,"female","current student",4,4,2,3,5,4,4,3,5,3,5,5,5,5,5,5,4,5,3,4,3,4,2,5,3,5,4,4,3,4,2,2,2,3,3,2
19,"female","current student",2,2,2,4,4,5,3,2,4,5,4,4,5,4,3,4,2,5,2,2,3,2,2,2,3,4,5,3,4,4,2,2,2,2,3,2
41,"male","employed",3,4,3,3,4,3,4,3,4,4,5,5,4,4,5,5,3,5,3,5,4,4,4,5,5,5,4,5,5,4,1,1,1,1,1,1
21,"female","current student",1,1,2,3,2,4,2,3,4,4,4,3,2,2,4,4,4,4,2,2,2,4,1,4,3,3,2,2,3,4,4,4,4,4,3,4
44,"female","employed",4,4,4,4,4,4,4,3,4,5,4,4,4,5,4,4,4,4,3,4,4,3,2,4,4,5,4,4,4,4,2,2,2,2,2,2
19,"female","current student",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
27,"male","current student",4,5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,2,1,2,2,1,1
53,"female","employed",3,2,2,2,2,2,3,2,3,2,4,3,2,4,4,4,3,4,2,2,2,2,2,3,4,3,4,3,4,3,3,4,3,3,3,3
57,"female","employed",3,5,5,3,4,3,4,5,5,4,5,4,4,4,4,5,4,5,4,4,3,4,3,5,4,5,4,4,4,4,1,2,2,2,1,2
35,"male","employed",4,5,4,4,4,4,4,5,4,5,4,5,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,2,1,1,1,2,1
60,"female","employed",5,4,4,5,4,4,5,5,1,4,5,4,5,5,4,5,4,5,4,4,4,5,4,5,4,5,4,4,3,4,2,2,1,2,2,2
